roi_id	distal_chr	distal_start	distal_end	Condition	geneSymbol	Regulation	Context	Genomic_Partition	genomic_partition_distal	mean_dPSI	max_dPSI	overlap_GSE229295_MCF10A_H3K27ac_pooled_peaks	overlap_GSE229295_MCF10A_H3K27me3_pooled_peaks	overlap_GSE229295_MCF10A_H3K4me1_pooled_peaks	overlap_GSE229295_MCF10A_H3K4me3_pooled_peaks	overlap_GSE229295_MCF10AT1_H3K27ac_pooled_peaks	overlap_GSE229295_MCF10AT1_H3K27me3_pooled_peaks	overlap_GSE229295_MCF10AT1_H3K4me1_pooled_peaks	overlap_GSE229295_MCF10AT1_H3K4me3_pooled_peaks	overlap_GSE229295_MCF10CA1a_H3K27ac_pooled_peaks	overlap_GSE229295_MCF10CA1a_H3K27me3_pooled_peaks	overlap_GSE229295_MCF10CA1a_H3K4me1_pooled_peaks	overlap_GSE229295_MCF10CA1a_H3K4me3_pooled_peaks	overlap_GSE98551_MCF10A_CTCF_pooled_peaks_passIDR.05	overlap_GSE98551_MCF10AT1_CTCF_pooled_peaks_passIDR.05	overlap_GSE98551_MCF10CA1_CTCF_pooled_peaks_passIDR.05	overlap_RLOOP_dRNH
chr8_128048610_128082752	chr8	128040000	128045000	MCF10AT1	PVT1	Excluded	AvT	Promoter	Intron	-0.247	-0.247	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_128048610_128082752	chr8	128045000	128050000	MCF10AT1	PVT1	Excluded	AvT	Promoter	Promoter	-0.247	-0.247	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
chr8_128048610_128082752	chr8	128060000	128065000	MCF10AT1	PVT1	Excluded	AvT	Intron	Intron	-0.247	-0.247	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_128048610_128082752	chr8	128065000	128070000	MCF10AT1	PVT1	Excluded	AvT	Intron	Exon	-0.247	-0.247	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_28359989_28363302	chr6	28125000	28130000	MCF10AT1	ZKSCAN3	Included	AvT	Intron	Exon	0.114	0.114	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
chr6_28359989_28363302	chr6	28135000	28140000	MCF10AT1	ZKSCAN3	Included	AvT	Promoter	Promoter	0.114	0.114	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
chr9_2158979_2159944	chr9	2725000	2730000	MCF10AT1	SMARCA2	Excluded	AvT	Intron	Exon	-0.162	-0.162	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
chr9_2161904_2181570	chr9	2730000	2735000	MCF10AT1	SMARCA2	Excluded	AvT	Intron	Exon	-0.146	-0.146	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_13113055_13115247	chr9	14415000	14420000	MCF10AT1	MPDZ	Included	AvT	Intron	Intron	0.127	0.127	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_13114022_13119501	chr9	14415000	14420000	MCF10AT1	MPDZ	Excluded	AvT	Intron	Intron	-0.163	-0.163	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_13121955_13123152	chr9	14490000	14495000	MCF10AT1	MPDZ	Included	AvT	Distal Intergenic	Distal Intergenic	0.132	0.132	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr19_58132677_58143104	chr19	56215000	56220000	MCF10AT1	ZNF329	Excluded	AvT	Promoter	Exon	-0.194	-0.194	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr19_58132677_58143104	chr19	56445000	56450000	MCF10AT1	ZNF329	Excluded	AvT	Intron	Exon	-0.194	-0.194	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr19_58132677_58143104	chr19	56730000	56735000	MCF10AT1	ZNF329	Excluded	AvT	Intron	Exon	-0.194	-0.194	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr19_58132677_58143104	chr19	57610000	57615000	MCF10AT1	ZNF329	Excluded	AvT	Promoter	Promoter	-0.194	-0.194	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
chr19_58132677_58143104	chr19	57630000	57635000	MCF10AT1	ZNF329	Excluded	AvT	Promoter	Promoter	-0.194	-0.194	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
chr19_58142665_58150751	chr19	56730000	56735000	MCF10AT1	ZNF329	Excluded	AvT	Intron	Exon	-0.101	-0.101	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr19_58142665_58150751	chr19	57310000	57315000	MCF10AT1	ZNF329	Excluded	AvT	Distal Intergenic	Distal Intergenic	-0.101	-0.101	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr19_58142665_58150751	chr19	57630000	57635000	MCF10AT1	ZNF329	Excluded	AvT	Promoter	Promoter	-0.101	-0.101	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
chr11_62871670_62880421	chr11	63875000	63880000	MCF10AT1	SLC3A2	Included	AvT	Intron	Intron	0.1295	0.142	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_79601510_79627373	chr9	78525000	78530000	MCF10AT1	TLE4	Included	AvT	Distal Intergenic	Distal Intergenic	0.103	0.103	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_79601510_79627373	chr9	78590000	78595000	MCF10AT1	TLE4	Included	AvT	Distal Intergenic	Distal Intergenic	0.103	0.103	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_79612719_79649480	chr9	78525000	78530000	MCF10AT1	TLE4	Included	AvT	Distal Intergenic	Distal Intergenic	0.161666666666667	0.188	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_79705943_79707122	chr9	78350000	78355000	MCF10AT1	TLE4	Excluded	AvT	Distal Intergenic	Distal Intergenic	-0.112	-0.112	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr15_80906839_80920093	chr15	79405000	79410000	MCF10AT1	CEMIP	Included	AvT	Intron	Intron	0.285	0.285	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr15_80906839_80920093	chr15	80030000	80035000	MCF10AT1	CEMIP	Included	AvT	Distal Intergenic	Distal Intergenic	0.285	0.285	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
chr15_80906839_80920093	chr15	80460000	80465000	MCF10AT1	CEMIP	Included	AvT	Intron	Intron	0.285	0.285	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr7_131509586_131510827	chr7	131645000	131650000	MCF10AT1	PODXL	Included	AvT	Distal Intergenic	Distal Intergenic	0.114	0.114	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr7_131509586_131510827	chr7	131650000	131655000	MCF10AT1	PODXL	Included	AvT	Distal Intergenic	Distal Intergenic	0.114	0.114	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
chr7_131509586_131510827	chr7	131655000	131660000	MCF10AT1	PODXL	Included	AvT	Distal Intergenic	Distal Intergenic	0.114	0.114	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
chr6_169602322_169632946	chr6	168895000	168900000	MCF10AT1	WDR27	Included	AvT	Distal Intergenic	Distal Intergenic	0.107	0.107	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
chr6_169602322_169632946	chr6	168915000	168920000	MCF10AT1	WDR27	Included	AvT	Distal Intergenic	Distal Intergenic	0.107	0.107	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_169602322_169632946	chr6	168945000	168950000	MCF10AT1	WDR27	Included	AvT	Intron	Intron	0.107	0.107	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_169602322_169632946	chr6	168950000	168955000	MCF10AT1	WDR27	Included	AvT	Intron	Intron	0.107	0.107	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_169602322_169632946	chr6	168955000	168960000	MCF10AT1	WDR27	Included	AvT	Intron	Exon	0.107	0.107	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
chr6_169602322_169632946	chr6	168965000	168970000	MCF10AT1	WDR27	Included	AvT	Distal Intergenic	Promoter	0.107	0.107	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_169636505_169643696	chr6	168940000	168945000	MCF10AT1	WDR27	Excluded	AvT	Intron	Intron	-0.182	-0.182	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_169689013_169701550	chr6	168895000	168900000	MCF10AT1	WDR27	Included	AvT	Distal Intergenic	Distal Intergenic	0.136	0.136	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
chr6_169689013_169701550	chr6	168900000	168905000	MCF10AT1	WDR27	Included	AvT	Distal Intergenic	Distal Intergenic	0.136	0.136	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_169689013_169701550	chr6	168935000	168940000	MCF10AT1	WDR27	Included	AvT	Intron	Intron	0.136	0.136	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_169689013_169701550	chr6	168940000	168945000	MCF10AT1	WDR27	Included	AvT	Intron	Intron	0.136	0.136	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_169689013_169701550	chr6	168950000	168955000	MCF10AT1	WDR27	Included	AvT	Intron	Intron	0.136	0.136	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_169689013_169701550	chr6	168955000	168960000	MCF10AT1	WDR27	Included	AvT	Intron	Exon	0.136	0.136	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
chr6_169689013_169701550	chr6	168960000	168965000	MCF10AT1	WDR27	Included	AvT	Promoter	Promoter	0.136	0.136	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6_169689013_169701550	chr6	168995000	169000000	MCF10AT1	WDR27	Included	AvT	Distal Intergenic	Exon	0.136	0.136	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
chrX_63732311_63754920	chrX	65490000	65495000	MCF10AT1	ARHGEF9	Included	AvT	Intron	Intron	0.106	0.106	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_70344675_70347065	chr9	70600000	70605000	MCF10AT1	SMC5	Included	AvT	Intron	Exon	0.342	0.342	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
chr9_70344675_70347065	chr9	70605000	70610000	MCF10AT1	SMC5	Included	AvT	Intron	Intron	0.342	0.342	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_70344675_70347065	chr9	70585000	70590000	MCF10AT1	SMC5	Included	AvT	Intron	Intron	0.342	0.342	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_70344675_70347065	chr9	70595000	70600000	MCF10AT1	SMC5	Included	AvT	Intron	Exon	0.342	0.342	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr3_122454002_122459438	chr3	122680000	122685000	MCF10AT1	KPNA1	Included	AvT	Promoter	Promoter	0.143	0.161	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
chr3_122454002_122459438	chr3	122675000	122680000	MCF10AT1	KPNA1	Included	AvT	Distal Intergenic	Promoter	0.143	0.161	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
chr9_83005501_83009640	chr9	81175000	81180000	MCF10AT1	RASEF	Excluded	AvT	Distal Intergenic	Distal Intergenic	-0.112	-0.112	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10530000	10535000	MCF10AT1	PINX1	Included	AvT	Intron	Exon	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10540000	10545000	MCF10AT1	PINX1	Included	AvT	Intron	Exon	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10545000	10550000	MCF10AT1	PINX1	Included	AvT	Promoter	Exon	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
chr8_10787826_10821859	chr8	10550000	10555000	MCF10AT1	PINX1	Included	AvT	Intron	Exon	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10555000	10560000	MCF10AT1	PINX1	Included	AvT	Distal Intergenic	Distal Intergenic	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10560000	10565000	MCF10AT1	PINX1	Included	AvT	Distal Intergenic	Distal Intergenic	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10565000	10570000	MCF10AT1	PINX1	Included	AvT	Distal Intergenic	Distal Intergenic	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10570000	10575000	MCF10AT1	PINX1	Included	AvT	Distal Intergenic	Distal Intergenic	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10575000	10580000	MCF10AT1	PINX1	Included	AvT	Distal Intergenic	Distal Intergenic	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10580000	10585000	MCF10AT1	PINX1	Included	AvT	Distal Intergenic	Distal Intergenic	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10585000	10590000	MCF10AT1	PINX1	Included	AvT	Distal Intergenic	Distal Intergenic	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
chr8_10787826_10821859	chr8	10590000	10595000	MCF10AT1	PINX1	Included	AvT	Distal Intergenic	Distal Intergenic	0.106	0.106	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
chr8_10787826_10821859	chr8	10595000	10600000	MCF10AT1	PINX1	Included	AvT	Distal Intergenic	Distal Intergenic	0.106	0.106	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10600000	10605000	MCF10AT1	PINX1	Included	AvT	Distal Intergenic	Distal Intergenic	0.106	0.106	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10605000	10610000	MCF10AT1	PINX1	Included	AvT	Exon	Exon	0.106	0.106	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10615000	10620000	MCF10AT1	PINX1	Included	AvT	Intron	Exon	0.106	0.106	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10630000	10635000	MCF10AT1	PINX1	Included	AvT	Intron	Intron	0.106	0.106	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10635000	10640000	MCF10AT1	PINX1	Included	AvT	Intron	Intron	0.106	0.106	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8_10787826_10821859	chr8	10645000	10650000	MCF10AT1	PINX1	Included	AvT	Intron	Intron	0.106	0.106	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_114426414_114478320	chr9	114640000	114645000	MCF10AT1	DFNB31	Excluded	AvT	Promoter	Exon	-0.101	-0.101	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_114426414_114478320	chr9	114650000	114655000	MCF10AT1	DFNB31	Excluded	AvT	Distal Intergenic	Distal Intergenic	-0.101	-0.101	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
chr9_114426414_114478320	chr9	114655000	114660000	MCF10AT1	DFNB31	Excluded	AvT	Promoter	Promoter	-0.101	-0.101	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_114426414_114478320	chr9	114665000	114670000	MCF10AT1	DFNB31	Excluded	AvT	Intron	Exon	-0.101	-0.101	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_114426414_114478320	chr9	116235000	116240000	MCF10AT1	DFNB31	Excluded	AvT	Intron	Exon	-0.101	-0.101	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_114426414_114478320	chr9	114645000	114650000	MCF10AT1	DFNB31	Excluded	AvT	Distal Intergenic	Exon	-0.101	-0.101	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_114426414_114478320	chr9	114660000	114665000	MCF10AT1	DFNB31	Excluded	AvT	Promoter	Exon	-0.101	-0.101	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
chr9_114426414_114478320	chr9	116390000	116395000	MCF10AT1	DFNB31	Excluded	AvT	Intron	Intron	-0.101	-0.101	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_114426414_114478320	chr9	116340000	116345000	MCF10AT1	DFNB31	Excluded	AvT	Intron	Exon	-0.101	-0.101	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_125056008_125142253	chr9	124940000	124945000	MCF10AT1	SCAI	Included	AvT	Promoter	Exon	0.19	0.19	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
chr9_117708319_117712388	chr9	118570000	118575000	MCF10AT1	TLR4	Excluded	AvT	Distal Intergenic	Distal Intergenic	-0.357	-0.357	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9_117708319_117712388	chr9	119365000	119370000	MCF10AT1	TLR4	Excluded	AvT	Promoter	Promoter	-0.357	-0.357	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
chr12_104845975_104866431	chr12	104375000	104380000	MCF10AT1	SLC41A2	Excluded	AvT	Distal Intergenic	Distal Intergenic	-0.17	-0.17	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr12_104845975_104866431	chr12	104385000	104390000	MCF10AT1	SLC41A2	Excluded	AvT	Distal Intergenic	Distal Intergenic	-0.17	-0.17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr12_104845975_104866431	chr12	104395000	104400000	MCF10AT1	SLC41A2	Excluded	AvT	Distal Intergenic	Distal Intergenic	-0.17	-0.17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr12_104845975_104866431	chr12	104405000	104410000	MCF10AT1	SLC41A2	Excluded	AvT	Distal Intergenic	Distal Intergenic	-0.17	-0.17	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr12_104845975_104866431	chr12	104445000	104450000	MCF10AT1	SLC41A2	Excluded	AvT	Distal Intergenic	Distal Intergenic	-0.17	-0.17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr12_104845975_104866431	chr12	104455000	104460000	MCF10AT1	SLC41A2	Excluded	AvT	Promoter	Promoter	-0.17	-0.17	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
chr12_104845975_104866431	chr12	104475000	104480000	MCF10AT1	SLC41A2	Excluded	AvT	Intron	Intron	-0.17	-0.17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
